UniqueID,StreamSide,StreamDistance,DownStream,SubDownStream,Elevation,DepthBin,Mortality,Sizemm,Sediment4000,Sediment2000,Sediment500,Sediment250,Sediment125,Sediment63,Sediment0,
N5 110-3,N,5,110,3,1.74,15,Z,,0.5704,0.1985,0.1821,0.0396,0.008,0.0012,0.0001,
N5 120-8,N,5,120,8,1.56,0,Z,,0.8092,0.0288,0.14,0.0172,0.0034,0.0012,0.0001,
N5 120-8,N,5,120,8,1.56,5,D,,0.8092,0.0288,0.14,0.0172,0.0034,0.0012,0.0001,
N5 120-8,N,5,120,8,1.56,5,D,,0.8092,0.0288,0.14,0.0172,0.0034,0.0012,0.0001,
N5 120-8,N,5,120,8,1.56,10,D,,0.8092,0.0288,0.14,0.0172,0.0034,0.0012,0.0001,
N5 120-8,N,5,120,8,1.56,10,D,,0.8092,0.0288,0.14,0.0172,0.0034,0.0012,0.0001,
N5 120-8,N,5,120,8,1.56,15,Z,,0.8092,0.0288,0.14,0.0172,0.0034,0.0012,0.0001,
N5 130-2,N,5,130,2,1.42,0,Z,,0.4377,0.2694,0.2496,0.0348,0.0068,0.0016,0.0001,
N5 130-2,N,5,130,2,1.42,5,Z,,0.4377,0.2694,0.2496,0.0348,0.0068,0.0016,0.0001,
N5 130-2,N,5,130,2,1.42,10,Z,,0.4377,0.2694,0.2496,0.0348,0.0068,0.0016,0.0001,
N5 130-2,N,5,130,2,1.42,15,A,42.91,0.4377,0.2694,0.2496,0.0348,0.0068,0.0016,0.0001,
N5 130-2,N,5,130,2,1.42,15,A,48.63,0.4377,0.2694,0.2496,0.0348,0.0068,0.0016,0.0001,
N5 140-3,N,5,140,3,1.29,0,Z,,0.5577,0.2485,0.1611,0.024,0.0066,0.0017,0.0004,
N5 140-3,N,5,140,3,1.29,5,Z,,0.5577,0.2485,0.1611,0.024,0.0066,0.0017,0.0004,
N5 140-3,N,5,140,3,1.29,10,Z,,0.5577,0.2485,0.1611,0.024,0.0066,0.0017,0.0004,
N5 140-3,N,5,140,3,1.29,15,Z,,0.5577,0.2485,0.1611,0.024,0.0066,0.0017,0.0004,
N10 20-0,N,10,20,0,4.17,0,Z,,0.6331,0.1846,0.1516,0.0235,0.0053,0.0013,0.0005,
N10 20-0,N,10,20,0,4.17,5,Z,,0.6331,0.1846,0.1516,0.0235,0.0053,0.0013,0.0005,
N10 20-0,N,10,20,0,4.17,15,Z,,0.6331,0.1846,0.1516,0.0235,0.0053,0.0013,0.0005,
N10 20-0,N,10,20,0,4.17,10,D,,0.6331,0.1846,0.1516,0.0235,0.0053,0.0013,0.0005,
N10 30-1,N,10,30,1,3.54,0,Z,,0.5409,0.2627,0.1756,0.0176,0.0029,0.0003,0.0001,
N10 30-1,N,10,30,1,3.54,5,Z,,0.5409,0.2627,0.1756,0.0176,0.0029,0.0003,0.0001,
N10 30-1,N,10,30,1,3.54,10,Z,,0.5409,0.2627,0.1756,0.0176,0.0029,0.0003,0.0001,
N10 30-1,N,10,30,1,3.54,15,Z,,0.5409,0.2627,0.1756,0.0176,0.0029,0.0003,0.0001,
N10 40-6,N,10,40,6,2.94,0,Z,,0.5907,0.2262,0.1534,0.0252,0.0036,0.0007,0.0002,
N10 40-6,N,10,40,6,2.94,5,A,37.8,0.5907,0.2262,0.1534,0.0252,0.0036,0.0007,0.0002,
N10 40-6,N,10,40,6,2.94,5,A,34.85,0.5907,0.2262,0.1534,0.0252,0.0036,0.0007,0.0002,
N10 40-6,N,10,40,6,2.94,5,A,30.27,0.5907,0.2262,0.1534,0.0252,0.0036,0.0007,0.0002,
N10 40-6,N,10,40,6,2.94,5,A,26.13,0.5907,0.2262,0.1534,0.0252,0.0036,0.0007,0.0002,
N10 40-6,N,10,40,6,2.94,10,A,23.96,0.5907,0.2262,0.1534,0.0252,0.0036,0.0007,0.0002,
N10 40-6,N,10,40,6,2.94,15,Z,,0.5907,0.2262,0.1534,0.0252,0.0036,0.0007,0.0002,
N10 50-3,N,10,50,3,2.65,0,A,26.1,0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,0.0008,
N10 50-3,N,10,50,3,2.65,0,A,47.28,0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,0.0008,
N10 50-3,N,10,50,3,2.65,0,A,43.03,0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,0.0008,
N10 50-3,N,10,50,3,2.65,0,A,41.2,0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,0.0008,
N10 50-3,N,10,50,3,2.65,0,A,52.35,0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,0.0008,
N10 50-3,N,10,50,3,2.65,0,A,37.8,0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,0.0008,
N10 50-3,N,10,50,3,2.65,0,A,45.75,0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,0.0008,
N10 50-3,N,10,50,3,2.65,5,A,29.48,0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,0.0008,
N10 50-3,N,10,50,3,2.65,5,A,29.35,0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,0.0008,
N10 50-3,N,10,50,3,2.65,5,A,41.98,0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,0.0008,
N10 50-3,N,10,50,3,2.65,5,A,30.82,0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,0.0008,
N10 50-3,N,10,50,3,2.65,5,A,34.23,0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,0.0008,
N10 50-3,N,10,50,3,2.65,5,A,42.61,0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,0.0008,
N10 50-3,N,10,50,3,2.65,5,A,43.4,0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,0.0008,
N10 50-3,N,10,50,3,2.65,5,A,38.49,0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,0.0008,
N10 50-3,N,10,50,3,2.65,5,A,31.78,0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,0.0008,
N10 50-3,N,10,50,3,2.65,5,A,27.12,0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,0.0008,
N10 50-3,N,10,50,3,2.65,5,A,37.05,0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,0.0008,
N10 50-3,N,10,50,3,2.65,10,A,50.06,0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,0.0008,
N10 50-3,N,10,50,3,2.65,10,A,34.59,0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,0.0008,
N10 50-3,N,10,50,3,2.65,10,A,26.25,0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,0.0008,
N10 50-3,N,10,50,3,2.65,15,A,30.65,0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,0.0008,
N10 50-3,N,10,50,3,2.65,15,A,25.93,0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,0.0008,
N10 50-3,N,10,50,3,2.65,15,A,33.14,0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,0.0008,
N10 50-3,N,10,50,3,2.65,15,A,33.56,0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,0.0008,
N10 50-3,N,10,50,3,2.65,15,A,31.71,0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,0.0008,
N10 50-3,N,10,50,3,2.65,0,D,,0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,0.0008,
N10 50-3,N,10,50,3,2.65,5,D,,0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,0.0008,
N10 50-3,N,10,50,3,2.65,5,D,,0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,0.0008,
N10 50-3,N,10,50,3,2.65,5,D,,0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,0.0008,
N10 50-3,N,10,50,3,2.65,5,D,,0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,0.0008,
N10 50-3,N,10,50,3,2.65,5,D,,0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,0.0008,
N10 50-3,N,10,50,3,2.65,10,D,,0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,0.0008,
N10 50-3,N,10,50,3,2.65,10,D,,0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,0.0008,
N10 50-3,N,10,50,3,2.65,10,D,,0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,0.0008,
N10 50-3,N,10,50,3,2.65,10,D,,0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,0.0008,
N10 50-3,N,10,50,3,2.65,10,D,,0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,0.0008,
N10 50-3,N,10,50,3,2.65,10,D,,0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,0.0008,
N10 50-3,N,10,50,3,2.65,10,D,,0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,0.0008,
N10 50-3,N,10,50,3,2.65,10,D,,0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,0.0008,
N10 50-3,N,10,50,3,2.65,15,D,,0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,0.0008,
N10 50-3,N,10,50,3,2.65,15,D,,0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,0.0008,
N10 60-4,N,10,60,4,2.39,0,Z,,0.5031,0.2855,0.1894,0.0199,0.0018,0.0002,0,
N10 60-4,N,10,60,4,2.39,5,Z,,0.5031,0.2855,0.1894,0.0199,0.0018,0.0002,0,
N10 60-4,N,10,60,4,2.39,10,Z,,0.5031,0.2855,0.1894,0.0199,0.0018,0.0002,0,
N10 60-4,N,10,60,4,2.39,15,Z,,0.5031,0.2855,0.1894,0.0199,0.0018,0.0002,0,
N10 70-5,N,10,70,5,2.33,0,D,,0.5132,0.2459,0.1905,0.0414,0.0081,0.0006,0.0002,
N10 70-5,N,10,70,5,2.33,0,D,,0.5132,0.2459,0.1905,0.0414,0.0081,0.0006,0.0002,
N10 70-5,N,10,70,5,2.33,0,D,,0.5132,0.2459,0.1905,0.0414,0.0081,0.0006,0.0002,
N10 70-5,N,10,70,5,2.33,5,D,,0.5132,0.2459,0.1905,0.0414,0.0081,0.0006,0.0002,
N10 70-5,N,10,70,5,2.33,5,D,,0.5132,0.2459,0.1905,0.0414,0.0081,0.0006,0.0002,
N10 70-5,N,10,70,5,2.33,5,D,,0.5132,0.2459,0.1905,0.0414,0.0081,0.0006,0.0002,
N10 70-5,N,10,70,5,2.33,10,D,,0.5132,0.2459,0.1905,0.0414,0.0081,0.0006,0.0002,
N10 70-5,N,10,70,5,2.33,15,Z,,0.5132,0.2459,0.1905,0.0414,0.0081,0.0006,0.0002,
N10 80-5,N,10,80,5,2.1,0,D,,0.5167,0.1327,0.3076,0.0365,0.0058,0.0006,0.0001,
N10 80-5,N,10,80,5,2.1,5,A,39.99,0.5167,0.1327,0.3076,0.0365,0.0058,0.0006,0.0001,
N10 80-5,N,10,80,5,2.1,5,D,,0.5167,0.1327,0.3076,0.0365,0.0058,0.0006,0.0001,
N10 80-5,N,10,80,5,2.1,10,D,,0.5167,0.1327,0.3076,0.0365,0.0058,0.0006,0.0001,
N10 80-5,N,10,80,5,2.1,15,Z,,0.5167,0.1327,0.3076,0.0365,0.0058,0.0006,0.0001,
N10 90-5,N,10,90,5,1.78,0,A,16.91,0.5078,0.2607,0.2157,0.0068,0.0055,0.0025,0.0011,
N10 90-5,N,10,90,5,1.78,0,A,17.84,0.5078,0.2607,0.2157,0.0068,0.0055,0.0025,0.0011,
N10 90-5,N,10,90,5,1.78,0,A,14.42,0.5078,0.2607,0.2157,0.0068,0.0055,0.0025,0.0011,
N10 90-5,N,10,90,5,1.78,0,A,12.11,0.5078,0.2607,0.2157,0.0068,0.0055,0.0025,0.0011,
N10 90-5,N,10,90,5,1.78,0,A,13.22,0.5078,0.2607,0.2157,0.0068,0.0055,0.0025,0.0011,
N10 90-5,N,10,90,5,1.78,0,A,13.27,0.5078,0.2607,0.2157,0.0068,0.0055,0.0025,0.0011,
N10 90-5,N,10,90,5,1.78,0,A,12.01,0.5078,0.2607,0.2157,0.0068,0.0055,0.0025,0.0011,
N10 90-5,N,10,90,5,1.78,0,A,11.45,0.5078,0.2607,0.2157,0.0068,0.0055,0.0025,0.0011,
N10 90-5,N,10,90,5,1.78,5,A,19.51,0.5078,0.2607,0.2157,0.0068,0.0055,0.0025,0.0011,
N10 90-5,N,10,90,5,1.78,5,A,27.44,0.5078,0.2607,0.2157,0.0068,0.0055,0.0025,0.0011,
N10 90-5,N,10,90,5,1.78,5,A,17.59,0.5078,0.2607,0.2157,0.0068,0.0055,0.0025,0.0011,
N10 90-5,N,10,90,5,1.78,10,A,15.46,0.5078,0.2607,0.2157,0.0068,0.0055,0.0025,0.0011,
N10 90-5,N,10,90,5,1.78,0,D,,0.5078,0.2607,0.2157,0.0068,0.0055,0.0025,0.0011,
N10 90-5,N,10,90,5,1.78,5,D,,0.5078,0.2607,0.2157,0.0068,0.0055,0.0025,0.0011,
N10 90-5,N,10,90,5,1.78,5,D,,0.5078,0.2607,0.2157,0.0068,0.0055,0.0025,0.0011,
N10 90-5,N,10,90,5,1.78,5,D,,0.5078,0.2607,0.2157,0.0068,0.0055,0.0025,0.0011,
N10 90-5,N,10,90,5,1.78,5,D,,0.5078,0.2607,0.2157,0.0068,0.0055,0.0025,0.0011,
N10 90-5,N,10,90,5,1.78,10,D,,0.5078,0.2607,0.2157,0.0068,0.0055,0.0025,0.0011,
N10 90-5,N,10,90,5,1.78,10,D,,0.5078,0.2607,0.2157,0.0068,0.0055,0.0025,0.0011,
N10 90-5,N,10,90,5,1.78,15,Z,,0.5078,0.2607,0.2157,0.0068,0.0055,0.0025,0.0011,
N10 100-7,N,10,100,7,1.79,0,Z,,,,,,,,,
N10 100-7,N,10,100,7,1.79,15,Z,,,,,,,,,
N10 100-7,N,10,100,7,1.79,5,A,34.82,,,,,,,,
N10 100-7,N,10,100,7,1.79,10,A,49.95,,,,,,,,
N10 110-5,N,10,110,5,1.46,0,D,,0.741,0.132,0.1039,0.0169,0.0047,0.0012,0.0003,
N10 110-5,N,10,110,5,1.46,5,Z,,0.741,0.132,0.1039,0.0169,0.0047,0.0012,0.0003,
N10 110-5,N,10,110,5,1.46,10,Z,,0.741,0.132,0.1039,0.0169,0.0047,0.0012,0.0003,
N10 110-5,N,10,110,5,1.46,15,Z,,0.741,0.132,0.1039,0.0169,0.0047,0.0012,0.0003,
N10 120-0,N,10,120,0,1.57,0,Z,,0.5443,0.1994,0.2054,0.0366,0.0098,0.0033,0.0012,
N10 120-0,N,10,120,0,1.57,5,A,46.74,0.5443,0.1994,0.2054,0.0366,0.0098,0.0033,0.0012,
N10 120-0,N,10,120,0,1.57,5,A,42.91,0.5443,0.1994,0.2054,0.0366,0.0098,0.0033,0.0012,
N10 120-0,N,10,120,0,1.57,10,Z,,0.5443,0.1994,0.2054,0.0366,0.0098,0.0033,0.0012,
N10 120-0,N,10,120,0,1.57,15,Z,,0.5443,0.1994,0.2054,0.0366,0.0098,0.0033,0.0012,
N10 110-5,N,10,110,5,1.46,0,D,,0.741,0.132,0.1039,0.0169,0.0047,0.0012,0.0003,
N10 110-5,N,10,110,5,1.46,5,Z,,0.741,0.132,0.1039,0.0169,0.0047,0.0012,0.0003,
N10 110-5,N,10,110,5,1.46,10,Z,,0.741,0.132,0.1039,0.0169,0.0047,0.0012,0.0003,
N10 110-5,N,10,110,5,1.46,15,Z,,0.741,0.132,0.1039,0.0169,0.0047,0.0012,0.0003,
N10 120-0,N,10,120,0,1.57,0,Z,,0.5443,0.1994,0.2054,0.0366,0.0098,0.0033,0.0012,
N10 120-0,N,10,120,0,1.57,5,D,,0.5443,0.1994,0.2054,0.0366,0.0098,0.0033,0.0012,
N10 120-0,N,10,120,0,1.57,5,D,,0.5443,0.1994,0.2054,0.0366,0.0098,0.0033,0.0012,
N10 120-0,N,10,120,0,1.57,5,D,,0.5443,0.1994,0.2054,0.0366,0.0098,0.0033,0.0012,
N10 120-0,N,10,120,0,1.57,10,Z,,0.5443,0.1994,0.2054,0.0366,0.0098,0.0033,0.0012,
N10 120-0,N,10,120,0,1.57,15,Z,,0.5443,0.1994,0.2054,0.0366,0.0098,0.0033,0.0012,
N10 130-4,N,10,130,4,1.64,0,Z,,0.7919,0,0.1948,0.01,0.0019,0.0012,0.0002,
N10 130-4,N,10,130,4,1.64,5,Z,,0.7919,0,0.1948,0.01,0.0019,0.0012,0.0002,
N10 130-4,N,10,130,4,1.64,10,Z,,0.7919,0,0.1948,0.01,0.0019,0.0012,0.0002,
N10 130-4,N,10,130,4,1.64,15,Z,,0.7919,0,0.1948,0.01,0.0019,0.0012,0.0002,
C 20-6,C,0,20,6,3.54,0,Z,,0.7494,0.1563,0.0842,0.0088,0.001,0.0003,0,
C 20-6,C,0,20,6,3.54,5,Z,,0.7494,0.1563,0.0842,0.0088,0.001,0.0003,0,
C 20-6,C,0,20,6,3.54,10,Z,,0.7494,0.1563,0.0842,0.0088,0.001,0.0003,0,
C 20-6,C,0,20,6,3.54,15,Z,,0.7494,0.1563,0.0842,0.0088,0.001,0.0003,0,
C 30-4,C,0,30,4,3.3,0,D,,0.6359,0.1759,0.1795,0.007,0.001,0.0006,0.0001,
C 30-4,C,0,30,4,3.3,0,D,,0.6359,0.1759,0.1795,0.007,0.001,0.0006,0.0001,
C 30-4,C,0,30,4,3.3,5,Z,,0.6359,0.1759,0.1795,0.007,0.001,0.0006,0.0001,
C 30-4,C,0,30,4,3.3,10,Z,,0.6359,0.1759,0.1795,0.007,0.001,0.0006,0.0001,
C 30-4,C,0,30,4,3.3,15,D,,0.6359,0.1759,0.1795,0.007,0.001,0.0006,0.0001,
C 30-4,C,0,30,4,3.3,15,D,,0.6359,0.1759,0.1795,0.007,0.001,0.0006,0.0001,
C 40-9,C,0,40,9,2.8,0,D,,0.8592,0.0864,0.0498,0.0027,0.0008,0.001,0.0001,
C 40-9,C,0,40,9,2.8,5,Z,,0.8592,0.0864,0.0498,0.0027,0.0008,0.001,0.0001,
C 40-9,C,0,40,9,2.8,10,Z,,0.8592,0.0864,0.0498,0.0027,0.0008,0.001,0.0001,
C 40-9,C,0,40,9,2.8,15,Z,,0.8592,0.0864,0.0498,0.0027,0.0008,0.001,0.0001,
C 50-3,C,0,50,3,2.6,0,Z,,0.5793,0.1837,0.2082,0.0247,0.0032,0.0008,0.0001,
C 50-3,C,0,50,3,2.6,5,Z,,0.5793,0.1837,0.2082,0.0247,0.0032,0.0008,0.0001,
C 50-3,C,0,50,3,2.6,10,Z,,0.5793,0.1837,0.2082,0.0247,0.0032,0.0008,0.0001,
C 50-3,C,0,50,3,2.6,15,Z,,0.5793,0.1837,0.2082,0.0247,0.0032,0.0008,0.0001,
C 60-3,C,0,60,3,2.45,0,D,,0.5972,0.1661,0.2066,0.0248,0.004,0.0008,0.0004,
C 60-3,C,0,60,3,2.45,0,D,,0.5972,0.1661,0.2066,0.0248,0.004,0.0008,0.0004,
C 60-3,C,0,60,3,2.45,0,D,,0.5972,0.1661,0.2066,0.0248,0.004,0.0008,0.0004,
C 60-3,C,0,60,3,2.45,0,D,,0.5972,0.1661,0.2066,0.0248,0.004,0.0008,0.0004,
C 60-3,C,0,60,3,2.45,5,D,,0.5972,0.1661,0.2066,0.0248,0.004,0.0008,0.0004,
C 60-3,C,0,60,3,2.45,5,D,,0.5972,0.1661,0.2066,0.0248,0.004,0.0008,0.0004,
C 60-3,C,0,60,3,2.45,5,D,,0.5972,0.1661,0.2066,0.0248,0.004,0.0008,0.0004,
C 60-3,C,0,60,3,2.45,10,D,,0.5972,0.1661,0.2066,0.0248,0.004,0.0008,0.0004,
C 60-3,C,0,60,3,2.45,15,Z,,0.5972,0.1661,0.2066,0.0248,0.004,0.0008,0.0004,
C 70-7,C,0,70,7,2.16,0,D,,0.6637,0.2155,0.1095,0.0095,0.0014,0.0002,0.0001,
C 70-7,C,0,70,7,2.16,0,D,,0.6637,0.2155,0.1095,0.0095,0.0014,0.0002,0.0001,
C 70-7,C,0,70,7,2.16,0,D,,0.6637,0.2155,0.1095,0.0095,0.0014,0.0002,0.0001,
C 70-7,C,0,70,7,2.16,5,D,,0.6637,0.2155,0.1095,0.0095,0.0014,0.0002,0.0001,
C 70-7,C,0,70,7,2.16,5,D,,0.6637,0.2155,0.1095,0.0095,0.0014,0.0002,0.0001,
C 70-7,C,0,70,7,2.16,10,D,,0.6637,0.2155,0.1095,0.0095,0.0014,0.0002,0.0001,
C 70-7,C,0,70,7,2.16,15,Z,,0.6637,0.2155,0.1095,0.0095,0.0014,0.0002,0.0001,
C 80-6,C,0,80,6,2.04,0,D,,0.536,0.1974,0.2358,0.0281,0.0023,0.0003,0.0001,
C 80-6,C,0,80,6,2.04,0,D,,0.536,0.1974,0.2358,0.0281,0.0023,0.0003,0.0001,
C 80-6,C,0,80,6,2.04,0,D,,0.536,0.1974,0.2358,0.0281,0.0023,0.0003,0.0001,
C 80-6,C,0,80,6,2.04,0,D,,0.536,0.1974,0.2358,0.0281,0.0023,0.0003,0.0001,
C 80-6,C,0,80,6,2.04,0,D,,0.536,0.1974,0.2358,0.0281,0.0023,0.0003,0.0001,
C 80-6,C,0,80,6,2.04,0,D,,0.536,0.1974,0.2358,0.0281,0.0023,0.0003,0.0001,
C 80-6,C,0,80,6,2.04,0,D,,0.536,0.1974,0.2358,0.0281,0.0023,0.0003,0.0001,
C 80-6,C,0,80,6,2.04,5,D,,0.536,0.1974,0.2358,0.0281,0.0023,0.0003,0.0001,
C 80-6,C,0,80,6,2.04,5,D,,0.536,0.1974,0.2358,0.0281,0.0023,0.0003,0.0001,
C 80-6,C,0,80,6,2.04,10,Z,,0.536,0.1974,0.2358,0.0281,0.0023,0.0003,0.0001,
C 80-6,C,0,80,6,2.04,15,Z,,0.536,0.1974,0.2358,0.0281,0.0023,0.0003,0.0001,
C 90-2,C,0,90,2,1.95,0,D,,0.6556,0.1552,0.1567,0.0259,0.0057,0.0007,0.0002,
C 90-2,C,0,90,2,1.95,0,D,,0.6556,0.1552,0.1567,0.0259,0.0057,0.0007,0.0002,
C 100-0,C,0,100,0,1.89,0,D,,0.6386,0.193,0.1523,0.013,0.0023,0.0005,0.0004,
C 100-0,C,0,100,0,1.89,0,D,,0.6386,0.193,0.1523,0.013,0.0023,0.0005,0.0004,
C 100-0,C,0,100,0,1.89,0,D,,0.6386,0.193,0.1523,0.013,0.0023,0.0005,0.0004,
C 100-0,C,0,100,0,1.89,0,D,,0.6386,0.193,0.1523,0.013,0.0023,0.0005,0.0004,
C 100-0,C,0,100,0,1.89,0,D,,0.6386,0.193,0.1523,0.013,0.0023,0.0005,0.0004,
C 100-0,C,0,100,0,1.89,0,D,,0.6386,0.193,0.1523,0.013,0.0023,0.0005,0.0004,
C 100-0,C,0,100,0,1.89,5,A,52.8,0.6386,0.193,0.1523,0.013,0.0023,0.0005,0.0004,
C 100-0,C,0,100,0,1.89,5,D,,0.6386,0.193,0.1523,0.013,0.0023,0.0005,0.0004,
C 100-0,C,0,100,0,1.89,5,D,,0.6386,0.193,0.1523,0.013,0.0023,0.0005,0.0004,
C 100-0,C,0,100,0,1.89,10,D,,0.6386,0.193,0.1523,0.013,0.0023,0.0005,0.0004,
C 100-0,C,0,100,0,1.89,15,Z,,0.6386,0.193,0.1523,0.013,0.0023,0.0005,0.0004,
C 110-1,C,0,110,1,1.7,0,Z,,0.4165,0.19,0.2701,0.0921,0.0296,0.001,0.0006,
C 110-1,C,0,110,1,1.7,5,Z,,0.4165,0.19,0.2701,0.0921,0.0296,0.001,0.0006,
C 110-1,C,0,110,1,1.7,10,Z,,0.4165,0.19,0.2701,0.0921,0.0296,0.001,0.0006,
C 110-1,C,0,110,1,1.7,15,Z,,0.4165,0.19,0.2701,0.0921,0.0296,0.001,0.0006,
C 90-2,C,0,90,2,1.95,0,D,,0.6556,0.1552,0.1567,0.0259,0.0057,0.0007,0.0002,
C 90-2,C,0,90,2,1.95,5,Z,,0.6556,0.1552,0.1567,0.0259,0.0057,0.0007,0.0002,
C 90-2,C,0,90,2,1.95,10,Z,,0.6556,0.1552,0.1567,0.0259,0.0057,0.0007,0.0002,
C 90-2,C,0,90,2,1.95,15,Z,,0.6556,0.1552,0.1567,0.0259,0.0057,0.0007,0.0002,